PHY  165L 03 Basic Physics Lab,C Bragatto,T,01:00 PM,02:50 PM,Peterson Hall,,0.00
PHY  165L 04 Basic Physics Lab,F Duru,R,08:00 AM,09:50 AM,Peterson Hall,,0.00
PHY  165L 05 Basic Physics Lab,F Duru,R,01:00 PM,02:50 PM,Peterson Hall,,0.00
PHY  181  01 Materials Science I,C Bragatto,MWF,01:00 PM,01:50 PM,Peterson Hall,,1.00
PHY  185  01 General Physics I,C Bragatto,MWRF,09:00 AM,09:50 AM,Peterson Hall,,1.00
PHY  185L 01 General Physics I Laboratory,C Bragatto,T,08:00 AM,09:50 AM,Peterson Hall,,0.00
PHY  185L 02 General Physics I Laboratory,C Bragatto,T,10:00 AM,11:50 AM,Peterson Hall,,0.00
PHY  185L 03 General Physics I Laboratory,C Bragatto,T,01:00 PM,02:50 PM,Peterson Hall,,0.00
PHY  185L 04 General Physics I Laboratory,F Duru,R,08:00 AM,09:50 AM,Peterson Hall,,0.00
PHY  185L 05 General Physics I Laboratory,F Duru,R,01:00 PM,02:50 PM,Peterson Hall,,0.00
PHY  231  01W Mathematical Methods for Physicists,F Duru,MWF,09:00 AM,09:50 AM,Hickok Hall,,1.00
PHY  235  01 Modern Physics,M Affatigato,MWF,02:00 PM,02:50 PM,Peterson Hall,,1.00
PHY  235L 01W Modern Physics Lab,U Akgun,T,01:00 PM,03:50 PM,Peterson Hall,,0.20
PHY  235L 02W Modern Physics Lab,U Akgun,R,01:00 PM,03:50 PM,Peterson Hall,,0.20
PHY  235L 03W Modern Physics Lab Arranged,U Akgun,,00:00 AM,00:00 AM,Arranged,,A0.00
See faculty member to register with,,,,,,,
add/drop,,,,,,,
PHY  311  01W Renewable Energy (WE),U Akgun,TR,09:30 AM,10:50 AM,Stuart Hall,,1.00
PHY  335  01 Quantum Mechanics,F Duru,MWF,10:00 AM,10:50 AM,Peterson Hall,,1.00
PHY  444  01W Ind Study-Physics,S Feller,,00:00 AM,00:00 AM,Arranged,,A1.00
PHY  464  01W Jr. Sr. Seminar:Electromagnetism 2,M Affatigato,MWF,01:00 PM,01:50 PM,Peterson Hall,,1.00
Political Science,,,,,,,
POL  108  01 Introduction to Politics,L Barrow,MWF,09:00 AM,09:50 AM,Hickok Hall,,1.00
POL  108  02 Introduction to Politics,K Lanegran,MWF,01:00 PM,01:50 PM,Hickok Hall,,1.00
POL  115  01 American National Gov & Pol,B Nesmith,MWF,10:00 AM,10:50 AM,Hickok Hall,,1.00
POL  258  01W World Politics,L Barrow,MWF,02:00 PM,02:50 PM,Hickok Hall,,1.00
Course Number/Title,Instructor,Days,Beg Time,End Time,Bldg Room,,Credits
Political Science,,,,,,,
POL  284  01W Topics: Comparative Environmental P,L Barrow,TR,02:00 PM,03:20 PM,Hickok Hall,,1.00
POL  325  01W The American Congress,B Nesmith,MWF,12:00 PM,12:50 PM,Hickok Hall,,1.00
POL  350  01W US Social Policy Process,K Lanegran,TR,09:30 AM,10:50 AM,Hickok Hall,,1.00
POL  435  01W Ancient & Medieval Pol Thry,B Nesmith,TR,12:30 PM,01:50 PM,Hickok Hall,,1.00
POL  444  01 Ind Study-Pol Sci,K Lanegran,,00:00 AM,00:00 AM,Arranged,,A1.00
Public Relations,,,,,,,
PR205  01W Public Relations,T Nagel,TR,09:30 AM,10:50 AM,Hickok Hall,,1.00
PR494  01 Internship in Public Relations,P Carstens,,00:00 AM,00:00 AM,Arranged,,A1.00
Psychology,,,,,,,
PSY  100  01 Introductory Psychology,A Vyas,MWF,12:00 PM,12:50 PM,Stuart Hall,,1.00
PSY  100  02 Introductory Psychology,E Lee,MWF,09:00 AM,09:50 AM,Stuart Hall,,1.00
PSY  100  03 Introductory Psychology,E Lee,MWF,10:00 AM,10:50 AM,Stuart Hall,,1.00
PSY  100  04 Introductory Psychology,A Vyas,TR,09:30 AM,10:50 AM,Stuart Hall,,1.00
PSY  100  05 Introductory Psychology,C Stephenson,MWF,09:00 AM,09:50 AM,Stuart Hall,,1.00
PSY  200  01W Research Methods,K Recker,MWF,09:00 AM,09:50 AM,Stuart Hall,,1.00
PSY  200  02W Research Methods,K Recker,MWF,10:00 AM,10:50 AM,Stuart Hall,,1.00
PSY  205  01 Developmental Psychology,K Recker,TR,09:30 AM,10:50 AM,Stuart Hall,,1.00
PSY  235  01 Abnormal Psychology,C Stephenson,MWF,08:00 AM,08:50 AM,Stuart Hall,,1.00
PSY  250  01 Introduction to Biopsychology,M Baker,MWF,10:00 AM,10:50 AM,Stuart Hall,,1.00
PSY  250  02 Introduction to Biopsychology,A Vyas,MWF,02:00 PM,02:50 PM,Stuart Hall,,1.00
PSY  295  01W Applied Contemporary Psychology,S Farrell,MW,02:00 PM,03:20 PM,Stuart Hall,,1.00
PSY  300  01 Stat Methods and Data Analysis,S Kelly,MWF,08:00 AM,08:50 AM,Stuart Hall,,1.00
PSY  300  02 Stat Methods and Data Analysis,S Kelly,MWF,09:00 AM,09:50 AM,Stuart Hall,,1.00
PSY  350  01 Drugs & Behavior,M Baker,MWF,12:00 PM,12:50 PM,Stuart Hall,,41.00
PSY  415  01 Counseling Psychology,S Brown,TR,12:30 PM,01:50 PM,Stuart Hall,,1.00
PSY  455  01 Advanced Experimental Psychology,B Chihak,TR,09:30 AM,10:50 AM,Stuart Hall,,1.00
PSY  464  01W Seminar in Psychology: Addiction,M Baker,TR,12:30 PM,01:50 PM,Stuart Hall,,1.00
PSY  465  01 Industrial Psychology,E Lee,TR,11:00 AM,12:20 PM,Struve Comm Ctr,,1.00
PSY  490  01 Memory & Cognition,B Chihak,MW,02:00 PM,03:20 PM,Stuart Hall,,1.00
PSY  490L 01W Memory and Cognition Laboratory,B Chihak,TR,02:00 PM,03:20 PM,Stuart Hall,,0.00
PSY  494  01 Internship in Psychology,S Brown,TR,08:00 AM,09:20 AM,Stuart Hall,,1.00
Religion,,,,,,,
REL  103  01W Belief & Unbelief,G Chaplin,TR,09:30 AM,10:50 AM,Hickok Hall,,1.00
REL  105  01W Introduction to Hebrew Bible,M Kensky,MWF,01:00 PM,01:50 PM,Hickok Hall,,1.00
REL  106  01 Eastern Religions,C Hatchell,MWF,09:00 AM,09:50 AM,Hickok Hall,,1.00
REL  116  01 Buddhism,C Hatchell,MWF,12:00 PM,12:50 PM,Hickok Hall,,1.00
REL  217  01W Religion in America,M Kensky,MWF,10:00 AM,10:50 AM,Hickok Hall,,1.00
REL  385  01W Adv Topics:Tantra:Sex&Death inAsian,C Hatchell,TR,09:30 AM,10:50 AM,Hickok Hall,,1.00
Rhetoric,,,,,,,
RHE  105  01W Reading/Writing Workshop-Wrtg Emphs,A Drexler,MWF,09:00 AM,09:50 AM,Struve Comm Ctr,,1.00
RHE  137  01W Creative Nonfiction & Amer Culture,J Nesmith,TR,09:30 AM,10:50 AM,Struve Comm Ctr,,1.00
RHE  200  01 Rhetorical Theory and Practice,A Spikes,MWF,09:00 AM,09:50 AM,Hickok Hall,,1.00
RHE  225  01W Journalism/Media Wtg Wksp,S Harmsen,MWF,10:00 AM,10:50 AM,Struve Comm Ctr,,1.00
RHE  312  01W Writing Center Theory and Practice,J Nesmith,R,08:30 AM,09:20 AM,Struve Comm Ctr,,0.30
RHE  312  02W Writing Center Theory and Practice,J Nesmith,W,12:00 PM,12:50 PM,Struve Comm Ctr,,0.30
RHE  312  03W Topics:Writing Center Theory & Prac,J Nesmith,,00:00 AM,00:00 AM,Arranged,,A0.30
Course Number/Title,,Instructor,Days,Beg Time,End Time,Bldg Room,,Credits
Rhetoric,,,,,,,,
RHE  377  01 Cultural Studies,,A Carr,TR,02:00 PM,03:20 PM,Struve Comm Ctr,,1.00
Social and Criminal Justic,,,,,,,,
SCJ  101  01 Intro to Social & Criminal Justice,,N McNabb,MWF,01:00 PM,01:50 PM,Stuart Hall,,1.00
SCJ  101  02 Intro to Social & Criminal Justice,,N McNabb,MWF,02:00 PM,02:50 PM,Stuart Hall,,1.00
SCJ  190  01 Topics in SCJ: Crime in Literature,,N McNabb,TR,09:30 AM,10:50 AM,Hickok Hall,,1.00
SCJ  490  01 Social & Criminal Just Colloquium,,N McNabb,,00:00 AM,00:00 AM,Arranged,,A0.00
SCJ  494  01 Internship in Social and Criminal J,,N McNabb,,00:00 AM,00:00 AM,Arranged,,A1.00
Skills Development,,,,,,,,
SKD  120  01 Concepts of Individualized Learning,,M McIllece,,00:00 AM,00:00 AM,Arranged,,A0.00
SKD  125  01 College Foundations,,M McIllece,T,11:00 AM,12:20 PM,Stewart Mem Lib,,0.30
SKD  125  02 College Foundations,,S Pikora,R,12:30 PM,01:50 PM,Stewart Mem Lib,,0.30
SKD  130  01 Personal Finance for College Studen,,M Knudson,TR,09:30 AM,10:50 AM,Stuart Hall,,0.50
meets second 7 weeks,,,,,,,,
Sports Management,,,,,,,,
SMT  100  01 Introduction to Sports Management,,J Chandler,MWF,01:00 PM,01:50 PM,Eby Fieldhouse,,1.00
Sociology,,,,,,,,
SOC  107  01 Introductory Sociology,,L Barnett,MWF,09:00 AM,09:50 AM,Stuart Hall,,1.00
SOC  107  02 Introductory Sociology,,L Barnett,MWF,10:00 AM,10:50 AM,Stuart Hall,,1.00
SOC  107  03 Introductory Sociology,,K Rodgers,MW,03:00 PM,04:20 PM,Stuart Hall,,1.00
SOC  107  04 Introductory Sociology,,A Boguslaw,TR,02:00 PM,03:20 PM,Stuart Hall,,1.00
SOC  217  01 Sociology of Religion,,A Boguslaw,MW,03:00 PM,04:20 PM,Stuart Hall,,1.00
SOC  235  01W Methods of Sociological Research,,L Barnett,TR,09:30 AM,10:50 AM,Stuart Hall,,1.00
SOC  417  01 Sociology of Sex & Sexuality,,K Rodgers,MWF,01:00 PM,01:50 PM,Hickok Hall,,1.00
SOC  450  01W Sociological Theory,,A Boguslaw,TR,11:00 AM,12:20 PM,Stuart Hall,,41.00
SOC  464  01W Capstone Seminar in Sociology,,K Rodgers,TR,02:00 PM,03:20 PM,Stuart Hall,,1.00
Spanish,,,,,,,,
SPA  115  01 Elementary Spanish I,,E Munoz Perez,MWF,03:00 PM,03:50 PM,Hickok Hall,,1.00
SPA  215  01 Intermediate Spanish I,,E Munoz Perez,MWF,02:00 PM,02:50 PM,Hickok Hall,,1.00
SPA  225  01 Intermediate Spanish II,,F Lynch,MWF,02:00 PM,02:50 PM,Hickok Hall,,1.00
SPA  315  01 Spanish Composition & Conversation,,L Rodriguez Moreno,MWF,09:00 AM,09:50 AM,Hickok Hall,,1.00
SPA  315  02 Spanish Composition & Conversation,,M Torres Mendez,MWF,12:00 PM,12:50 PM,Hickok Hall,,1.00
SPA  339  01 Spanish for Health Care,,F Lynch,MWF,01:00 PM,01:50 PM,Hickok Hall,,1.00
SPA  345  01 Introduction to Hispanic Literature,,L Rodriguez Moreno,MWF,01:00 PM,01:50 PM,Hickok Hall,,1.00
SPA  416  01 Spanish Amer Short Story-Fantasy,,M Torres Mendez,MWF,11:00 AM,11:50 AM,Hickok Hall,,1.00
SPA  476  01W Topics in Hisp Lit:Latin Am:,,M Torres Mendez,MWF,10:00 AM,10:50 AM,Hickok Hall,,1.00
Statistics,,,,,,,,
STA  100  01 Statistical Reasoning I-Foundations,,G Cross,MWF,09:00 AM,09:50 AM,Stuart Hall,,0.50
STA  100  02 Statistical Reasoning I-Foundations,,G Cross,TR,09:30 AM,10:50 AM,Stuart Hall,,0.50
STA  100  03 Statistical Reasoning I-Foundations,,G Cross,T,02:00 PM,03:20 PM,Stuart Hall,,0.50
"",,G Cross,R,02:00 PM,03:20 PM,Stuart Hall,,
STA  110  01 Stats IIA: Inferential Reasoning,,G Cross,MWF,09:00 AM,09:50 AM,Stuart Hall,,0.50
STA  110  02 Stats IIA: Inferential Reasoning,,G Cross,TR,09:30 AM,10:50 AM,Stuart Hall,,0.50
STA  110  03 Stats IIA: Inferential Reasoning,,G Cross,T,02:00 PM,03:20 PM,Stuart Hall,,0.50
"",,G Cross,R,02:00 PM,03:20 PM,Stuart Hall,,
STA  315  01 Probability & Statistics I,,G Cross,MWF,10:00 AM,10:50 AM,Stuart Hall,,1.00
Course Number/Title,,Instructor,Days,Beg Time,End Time,Bldg Room,,Credits
Theatre Arts,,,,,,,,
THE  100  01 Introduction to Theatre,,K Hahn,MWF,12:00 PM,12:50 PM,Hickok Hall,,1.00
THE  102  01 Theatre Production Lab,,E Ganfield,MW,01:00 PM,02:50 PM,Dows Center,,0.25
THE  102  02 Theatre Production Lab,,B Schmidt,MW,01:00 PM,02:50 PM,Dows Center,,0.25
THE  102  03 Theatre Production Lab,,E Ganfield,MW,03:00 PM,04:50 PM,Dows Center,,0.25
THE  102  04 Theatre Production Lab,,B Schmidt,MW,03:00 PM,04:50 PM,Dows Center,,0.25
THE  102  05 Theatre Production Lab,,E Ganfield,T,09:30 AM,12:50 PM,Dows Center,,0.25
THE  102  06 Theatre Production Lab,,B Schmidt,T,01:00 PM,04:50 PM,Dows Center,,0.25
THE  102  07 Theatre Production Lab,,E Ganfield,R,09:30 AM,12:50 PM,Dows Center,,0.25
THE  102  08 Theatre Production Lab,,B Schmidt,R,01:00 PM,04:50 PM,Dows Center,,0.25
THE  102  09 Theatre Production Lab,,B Schmidt,,00:00 AM,00:00 AM,Arranged,,A0.25
THE  130  01 Technical Production I,,B Schmidt,TR,09:30 AM,10:50 AM,Dows Center,,1.00
THE  150  01 Acting I,,L Charipar,TR,02:00 PM,03:20 PM,Mills Theater,,1.00
THE  170  01 Voice & Diction,,K Hahn,MWF,10:00 AM,10:50 AM,Mills Theater,,1.00
THE  185  01 Production and Performance,,D Barnett,,00:00 AM,00:00 AM,Arranged,,A1.00
THE  228  01W History of Theatre and Drama I,,D Barnett,MWF,10:00 AM,10:50 AM,Hickok Hall,,1.00
THE  288  01W History of Dress,,E Ganfield,TR,02:00 PM,03:20 PM,Hickok Hall,,1.00
THE  464  01W Senior Seminar,,D Barnett,TR,09:30 AM,10:50 AM,Dows Center,,1.00
Washington Term,,,,,,,,
WSH  284  01 Top Washington DC:Politics&Communic,,B Nesmith,,00:00 AM,00:00 AM,Arranged,,A1.00
"WSH  286  01 Topics in Washington, D.C:NWP",,B Nesmith,,00:00 AM,00:00 AM,Arranged,,A1.00
WSH  464  01 Internship Seminar,,B Nesmith,,00:00 AM,00:00 AM,Arranged,,A1.00
WSH  494  01 Washington Experience,,B Nesmith,,00:00 AM,00:00 AM,Arranged,,A2.00
